ProdutoID,DataRef,QtdEstoque
PROD000095,2024-07-31,552
PROD000096,2024-07-31,539
PROD000097,2024-07-31,749
PROD000098,2024-07-31,776
PROD000099,2024-07-31,125
PROD000100,2024-07-31,341
PROD000101,2024-07-31,359
PROD000102,2024-07-31,585
PROD000103,2024-07-31,196
PROD000104,2024-07-31,768
PROD000105,2024-07-31,542
PROD000106,2024-07-31,567
PROD000107,2024-07-31,269
PROD000108,2024-07-31,44
PROD000109,2024-07-31,817
PROD000110,2024-07-31,71
PROD000111,2024-07-31,581
PROD000112,2024-07-31,44
PROD000113,2024-07-31,299
PROD000114,2024-07-31,543
PROD000115,2024-07-31,12
PROD000116,2024-07-31,670
PROD000117,2024-07-31,763
PROD000118,2024-07-31,639
PROD000119,2024-07-31,280
PROD000120,2024-07-31,503
PROD000121,2024-07-31,511
PROD000122,2024-07-31,251
PROD000123,2024-07-31,210
PROD000124,2024-07-31,702
PROD000125,2024-07-31,292
PROD000126,2024-07-31,546
PROD000127,2024-07-31,445
PROD000128,2024-07-31,583
PROD000129,2024-07-31,223
PROD000130,2024-07-31,500
PROD000131,2024-07-31,168
PROD000132,2024-07-31,93
PROD000133,2024-07-31,667
PROD000134,2024-07-31,285
PROD000135,2024-07-31,758
PROD000136,2024-07-31,686
PROD000137,2024-07-31,645
PROD000138,2024-07-31,399
PROD000139,2024-07-31,800
PROD000140,2024-07-31,120
PROD000141,2024-07-31,639
PROD000142,2024-07-31,523
PROD000143,2024-07-31,422
PROD000144,2024-07-31,460
PROD000145,2024-07-31,577
PROD000146,2024-07-31,180
PROD000147,2024-07-31,85
PROD000148,2024-07-31,536
PROD000149,2024-07-31,783
PROD000150,2024-07-31,333
PROD000001,2024-08-31,484
PROD000002,2024-08-31,650
PROD000003,2024-08-31,76
PROD000004,2024-08-31,247
PROD000005,2024-08-31,330
PROD000006,2024-08-31,603
PROD000007,2024-08-31,596
PROD000008,2024-08-31,426
PROD000009,2024-08-31,34
PROD000010,2024-08-31,160
PROD000011,2024-08-31,695
PROD000012,2024-08-31,218
PROD000013,2024-08-31,207
PROD000014,2024-08-31,454
PROD000015,2024-08-31,174
PROD000016,2024-08-31,346
PROD000017,2024-08-31,769
PROD000018,2024-08-31,183
PROD000019,2024-08-31,738
PROD000020,2024-08-31,375
PROD000021,2024-08-31,634
PROD000022,2024-08-31,194
PROD000023,2024-08-31,866
PROD000024,2024-08-31,347
PROD000025,2024-08-31,594
PROD000026,2024-08-31,169
PROD000027,2024-08-31,214
PROD000028,2024-08-31,437
PROD000029,2024-08-31,198
PROD000030,2024-08-31,620
PROD000031,2024-08-31,607
PROD000032,2024-08-31,650
PROD000033,2024-08-31,729
PROD000034,2024-08-31,453
PROD000035,2024-08-31,364
PROD000036,2024-08-31,280
PROD000037,2024-08-31,251
PROD000038,2024-08-31,767
PROD000039,2024-08-31,593
PROD000040,2024-08-31,120
PROD000041,2024-08-31,694
PROD000042,2024-08-31,632
PROD000043,2024-08-31,663
PROD000044,2024-08-31,757
PROD000045,2024-08-31,356
PROD000046,2024-08-31,131
PROD000047,2024-08-31,341
PROD000048,2024-08-31,291
PROD000049,2024-08-31,380
PROD000050,2024-08-31,166
PROD000051,2024-08-31,33
PROD000052,2024-08-31,193
PROD000053,2024-08-31,776
PROD000054,2024-08-31,56
PROD000055,2024-08-31,696
PROD000056,2024-08-31,321
PROD000057,2024-08-31,484
PROD000058,2024-08-31,373
PROD000059,2024-08-31,843
PROD000060,2024-08-31,453
PROD000061,2024-08-31,629
PROD000062,2024-08-31,730
PROD000063,2024-08-31,255
PROD000064,2024-08-31,558
PROD000065,2024-08-31,722
PROD000066,2024-08-31,161
PROD000067,2024-08-31,631
PROD000068,2024-08-31,458
PROD000069,2024-08-31,103
PROD000070,2024-08-31,708
PROD000071,2024-08-31,768
PROD000072,2024-08-31,477
PROD000073,2024-08-31,736
PROD000074,2024-08-31,563
PROD000075,2024-08-31,340
PROD000076,2024-08-31,623
PROD000077,2024-08-31,847
PROD000078,2024-08-31,332
PROD000079,2024-08-31,495
PROD000080,2024-08-31,734
PROD000081,2024-08-31,817
PROD000082,2024-08-31,627
PROD000083,2024-08-31,159
PROD000084,2024-08-31,663
PROD000085,2024-08-31,328
PROD000086,2024-08-31,695
PROD000087,2024-08-31,44
PROD000088,2024-08-31,662
PROD000089,2024-08-31,16
PROD000090,2024-08-31,114
PROD000091,2024-08-31,590
PROD000092,2024-08-31,690
PROD000093,2024-08-31,501
PROD000094,2024-08-31,169
PROD000095,2024-08-31,549
PROD000096,2024-08-31,408
PROD000097,2024-08-31,707
PROD000098,2024-08-31,784
PROD000099,2024-08-31,126
PROD000100,2024-08-31,332
PROD000101,2024-08-31,364
PROD000102,2024-08-31,717
PROD000103,2024-08-31,400
PROD000104,2024-08-31,948
PROD000105,2024-08-31,562
PROD000106,2024-08-31,428
PROD000107,2024-08-31,265
PROD000108,2024-08-31,74
PROD000109,2024-08-31,775
PROD000110,2024-08-31,185
PROD000111,2024-08-31,591
PROD000112,2024-08-31,42
PROD000113,2024-08-31,233
PROD000114,2024-08-31,581
PROD000115,2024-08-31,10
PROD000116,2024-08-31,734
PROD000117,2024-08-31,766
PROD000118,2024-08-31,542
PROD000119,2024-08-31,272
PROD000120,2024-08-31,504
PROD000121,2024-08-31,337
PROD000122,2024-08-31,150
PROD000123,2024-08-31,215
PROD000124,2024-08-31,749
PROD000125,2024-08-31,251
PROD000126,2024-08-31,530
PROD000127,2024-08-31,318
PROD000128,2024-08-31,447
PROD000129,2024-08-31,220
PROD000130,2024-08-31,649
PROD000131,2024-08-31,165
PROD000132,2024-08-31,151
PROD000133,2024-08-31,778
PROD000134,2024-08-31,300
PROD000135,2024-08-31,907
PROD000136,2024-08-31,618
PROD000137,2024-08-31,725
PROD000138,2024-08-31,389
PROD000139,2024-08-31,798
PROD000140,2024-08-31,257
PROD000141,2024-08-31,635
PROD000142,2024-08-31,511
PROD000143,2024-08-31,430
PROD000144,2024-08-31,313
PROD000145,2024-08-31,581
PROD000146,2024-08-31,176
PROD000147,2024-08-31,72
PROD000148,2024-08-31,540
PROD000149,2024-08-31,604
PROD000150,2024-08-31,526
PROD000001,2024-09-30,481
PROD000002,2024-09-30,641
PROD000003,2024-09-30,187
PROD000004,2024-09-30,136
PROD000005,2024-09-30,281
PROD000006,2024-09-30,591
PROD000007,2024-09-30,598
PROD000008,2024-09-30,430
PROD000009,2024-09-30,52
PROD000010,2024-09-30,33
PROD000011,2024-09-30,696
PROD000012,2024-09-30,134
PROD000013,2024-09-30,197
PROD000014,2024-09-30,576
PROD000015,2024-09-30,92
PROD000016,2024-09-30,399
PROD000017,2024-09-30,678
PROD000018,2024-09-30,177
PROD000019,2024-09-30,578
PROD000020,2024-09-30,386
PROD000021,2024-09-30,625
PROD000022,2024-09-30,141
PROD000023,2024-09-30,839
PROD000024,2024-09-30,334
PROD000025,2024-09-30,600
PROD000026,2024-09-30,206
PROD000027,2024-09-30,225
PROD000028,2024-09-30,453
PROD000029,2024-09-30,224
PROD000030,2024-09-30,443
PROD000031,2024-09-30,590
PROD000032,2024-09-30,630
PROD000033,2024-09-30,725
PROD000034,2024-09-30,443
PROD000035,2024-09-30,363
PROD000036,2024-09-30,295
PROD000037,2024-09-30,274
PROD000038,2024-09-30,764
PROD000039,2024-09-30,584
PROD000040,2024-09-30,103
PROD000041,2024-09-30,686
PROD000042,2024-09-30,633
PROD000043,2024-09-30,655
PROD000044,2024-09-30,760
PROD000045,2024-09-30,355
PROD000046,2024-09-30,126
PROD000047,2024-09-30,252
PROD000048,2024-09-30,388
PROD000049,2024-09-30,381
PROD000050,2024-09-30,198
PROD000051,2024-09-30,51
PROD000052,2024-09-30,277
PROD000053,2024-09-30,763
PROD000054,2024-09-30,41
PROD000055,2024-09-30,550
PROD000056,2024-09-30,422
PROD000057,2024-09-30,513
PROD000058,2024-09-30,367
PROD000059,2024-09-30,711
PROD000060,2024-09-30,539
PROD000061,2024-09-30,483
PROD000062,2024-09-30,672
PROD000063,2024-09-30,265
PROD000064,2024-09-30,549
PROD000065,2024-09-30,728
PROD000066,2024-09-30,43
PROD000067,2024-09-30,633
PROD000068,2024-09-30,528
PROD000069,2024-09-30,23
PROD000070,2024-09-30,711
PROD000071,2024-09-30,762
PROD000072,2024-09-30,522
PROD000073,2024-09-30,729
PROD000074,2024-09-30,568
PROD000075,2024-09-30,320
PROD000076,2024-09-30,600
PROD000077,2024-09-30,790
PROD000078,2024-09-30,374
PROD000079,2024-09-30,505
PROD000080,2024-09-30,735
PROD000081,2024-09-30,745
PROD000082,2024-09-30,535
PROD000083,2024-09-30,162
PROD000084,2024-09-30,671
PROD000085,2024-09-30,334
PROD000086,2024-09-30,693
PROD000087,2024-09-30,61
PROD000088,2024-09-30,658
PROD000089,2024-09-30,122
PROD000090,2024-09-30,135
PROD000091,2024-09-30,591
PROD000092,2024-09-30,686
PROD000093,2024-09-30,498
PROD000094,2024-09-30,167
PROD000095,2024-09-30,555
PROD000096,2024-09-30,478
PROD000097,2024-09-30,777
PROD000098,2024-09-30,766
PROD000099,2024-09-30,117
PROD000100,2024-09-30,342
PROD000101,2024-09-30,413
PROD000102,2024-09-30,581
PROD000103,2024-09-30,194
PROD000104,2024-09-30,767
PROD000105,2024-09-30,726
PROD000106,2024-09-30,483
PROD000107,2024-09-30,250
PROD000108,2024-09-30,48
PROD000109,2024-09-30,925
PROD000110,2024-09-30,77
PROD000111,2024-09-30,588
PROD000112,2024-09-30,50
PROD000113,2024-09-30,227
PROD000114,2024-09-30,411
PROD000115,2024-09-30,194
PROD000116,2024-09-30,660
PROD000117,2024-09-30,837
PROD000118,2024-09-30,544
PROD000119,2024-09-30,335
PROD000120,2024-09-30,502
PROD000121,2024-09-30,348
PROD000122,2024-09-30,136
PROD000123,2024-09-30,206
PROD000124,2024-09-30,684
PROD000125,2024-09-30,120
PROD000126,2024-09-30,709
PROD000127,2024-09-30,416
PROD000128,2024-09-30,436
PROD000129,2024-09-30,310
PROD000130,2024-09-30,678
PROD000131,2024-09-30,175
PROD000132,2024-09-30,86
PROD000133,2024-09-30,614
PROD000134,2024-09-30,203
PROD000135,2024-09-30,771
PROD000136,2024-09-30,614
PROD000137,2024-09-30,549
PROD000138,2024-09-30,386
PROD000139,2024-09-30,674
PROD000140,2024-09-30,127
PROD000141,2024-09-30,635
PROD000142,2024-09-30,647
PROD000143,2024-09-30,416
PROD000144,2024-09-30,299
PROD000145,2024-09-30,580
PROD000146,2024-09-30,346
PROD000147,2024-09-30,71
PROD000148,2024-09-30,536
PROD000149,2024-09-30,670
PROD000150,2024-09-30,345
PROD000001,2024-10-31,469
PROD000002,2024-10-31,637
PROD000003,2024-10-31,16
PROD000004,2024-10-31,73
PROD000005,2024-10-31,277
PROD000006,2024-10-31,676
PROD000007,2024-10-31,574
PROD000008,2024-10-31,409
PROD000009,2024-10-31,108
PROD000010,2024-10-31,14
PROD000011,2024-10-31,693
PROD000012,2024-10-31,321
PROD000013,2024-10-31,330
PROD000014,2024-10-31,452
PROD000015,2024-10-31,102
PROD000016,2024-10-31,349
PROD000017,2024-10-31,669
PROD000018,2024-10-31,175
PROD000019,2024-10-31,595
PROD000020,2024-10-31,380
PROD000021,2024-10-31,788
PROD000022,2024-10-31,161
PROD000023,2024-10-31,645
PROD000024,2024-10-31,379
PROD000025,2024-10-31,609
PROD000026,2024-10-31,103
PROD000027,2024-10-31,210
PROD000028,2024-10-31,437
PROD000029,2024-10-31,198
PROD000030,2024-10-31,457
PROD000031,2024-10-31,723
PROD000032,2024-10-31,637
PROD000033,2024-10-31,709
PROD000034,2024-10-31,591
PROD000035,2024-10-31,347
PROD000036,2024-10-31,306
PROD000037,2024-10-31,125
PROD000038,2024-10-31,759
PROD000039,2024-10-31,676
PROD000040,2024-10-31,156
PROD000041,2024-10-31,698
PROD000042,2024-10-31,623
PROD000043,2024-10-31,739
PROD000044,2024-10-31,751
PROD000045,2024-10-31,337
PROD000046,2024-10-31,107
PROD000047,2024-10-31,385
PROD000048,2024-10-31,222
PROD000049,2024-10-31,427
PROD000050,2024-10-31,158
PROD000051,2024-10-31,28
PROD000052,2024-10-31,314
PROD000053,2024-10-31,764
PROD000054,2024-10-31,40
PROD000055,2024-10-31,635
PROD000056,2024-10-31,239
PROD000057,2024-10-31,369
PROD000058,2024-10-31,494
PROD000059,2024-10-31,734
PROD000060,2024-10-31,437
PROD000061,2024-10-31,463
PROD000062,2024-10-31,651
PROD000063,2024-10-31,272
PROD000064,2024-10-31,550
PROD000065,2024-10-31,822
PROD000066,2024-10-31,41
PROD000067,2024-10-31,625
PROD000068,2024-10-31,549
PROD000069,2024-10-31,13
PROD000070,2024-10-31,916
PROD000071,2024-10-31,749
PROD000072,2024-10-31,467
PROD000073,2024-10-31,738
PROD000074,2024-10-31,574
PROD000075,2024-10-31,319
PROD000076,2024-10-31,619
PROD000077,2024-10-31,776
PROD000078,2024-10-31,346
PROD000079,2024-10-31,492
PROD000080,2024-10-31,927
PROD000081,2024-10-31,758
PROD000082,2024-10-31,682
PROD000083,2024-10-31,346
PROD000084,2024-10-31,654
PROD000085,2024-10-31,333
PROD000086,2024-10-31,845
PROD000087,2024-10-31,44
PROD000088,2024-10-31,679
PROD000089,2024-10-31,14
PROD000090,2024-10-31,113
PROD000091,2024-10-31,599
PROD000092,2024-10-31,676
PROD000093,2024-10-31,491
PROD000094,2024-10-31,295
PROD000095,2024-10-31,550
PROD000096,2024-10-31,416
PROD000097,2024-10-31,763
PROD000098,2024-10-31,876
PROD000099,2024-10-31,120
PROD000100,2024-10-31,331
PROD000101,2024-10-31,357
PROD000102,2024-10-31,576
PROD000103,2024-10-31,195
PROD000104,2024-10-31,969
PROD000105,2024-10-31,544
PROD000106,2024-10-31,416
PROD000107,2024-10-31,250
PROD000108,2024-10-31,44
PROD000109,2024-10-31,759
PROD000110,2024-10-31,81
PROD000111,2024-10-31,568
PROD000112,2024-10-31,207
PROD000113,2024-10-31,420
PROD000114,2024-10-31,406
PROD000115,2024-10-31,9
PROD000116,2024-10-31,665
PROD000117,2024-10-31,754
PROD000118,2024-10-31,539
PROD000119,2024-10-31,380
PROD000120,2024-10-31,506
PROD000121,2024-10-31,344
PROD000122,2024-10-31,144
PROD000123,2024-10-31,206
PROD000124,2024-10-31,759
PROD000125,2024-10-31,104
PROD000126,2024-10-31,535
PROD000127,2024-10-31,463
PROD000128,2024-10-31,439
PROD000129,2024-10-31,413
PROD000130,2024-10-31,497
PROD000131,2024-10-31,370
PROD000132,2024-10-31,90
PROD000133,2024-10-31,790
PROD000134,2024-10-31,204
PROD000135,2024-10-31,764
PROD000136,2024-10-31,616
PROD000137,2024-10-31,529
PROD000138,2024-10-31,385
PROD000139,2024-10-31,822
PROD000140,2024-10-31,307
PROD000141,2024-10-31,724
PROD000142,2024-10-31,500
PROD000143,2024-10-31,437
PROD000144,2024-10-31,313
PROD000145,2024-10-31,589
PROD000146,2024-10-31,173
PROD000147,2024-10-31,65
PROD000148,2024-10-31,528
PROD000149,2024-10-31,606
PROD000150,2024-10-31,341
PROD000001,2024-11-30,478
PROD000002,2024-11-30,660
PROD000003,2024-11-30,24
PROD000004,2024-11-30,66
PROD000005,2024-11-30,288
PROD000006,2024-11-30,591
PROD000007,2024-11-30,573
PROD000008,2024-11-30,412
PROD000009,2024-11-30,241
PROD000010,2024-11-30,135
PROD000011,2024-11-30,699
PROD000012,2024-11-30,125
PROD000013,2024-11-30,358
PROD000014,2024-11-30,450
PROD000015,2024-11-30,265
PROD000016,2024-11-30,335
PROD000017,2024-11-30,667
PROD000018,2024-11-30,188
PROD000019,2024-11-30,582
PROD000020,2024-11-30,485
PROD000021,2024-11-30,658
PROD000022,2024-11-30,154
PROD000023,2024-11-30,657
PROD000024,2024-11-30,338
PROD000025,2024-11-30,609
PROD000026,2024-11-30,117
PROD000027,2024-11-30,211
PROD000028,2024-11-30,430
PROD000029,2024-11-30,176
PROD000030,2024-11-30,458
PROD000031,2024-11-30,746
PROD000032,2024-11-30,635
PROD000033,2024-11-30,730
PROD000034,2024-11-30,443
PROD000035,2024-11-30,415
PROD000036,2024-11-30,279
PROD000037,2024-11-30,222
PROD000038,2024-11-30,767
PROD000039,2024-11-30,587
PROD000040,2024-11-30,213
PROD000041,2024-11-30,677
PROD000042,2024-11-30,637
PROD000043,2024-11-30,664
PROD000044,2024-11-30,757
PROD000045,2024-11-30,499
PROD000046,2024-11-30,130
PROD000047,2024-11-30,242
PROD000048,2024-11-30,219
PROD000049,2024-11-30,370
PROD000050,2024-11-30,164
PROD000051,2024-11-30,34
PROD000052,2024-11-30,172
PROD000053,2024-11-30,763
PROD000054,2024-11-30,52
PROD000055,2024-11-30,554
PROD000056,2024-11-30,229
PROD000057,2024-11-30,365
PROD000058,2024-11-30,374
PROD000059,2024-11-30,714
PROD000060,2024-11-30,431
PROD000061,2024-11-30,475
PROD000062,2024-11-30,802
PROD000063,2024-11-30,433
PROD000064,2024-11-30,554
PROD000065,2024-11-30,751
PROD000066,2024-11-30,47
PROD000067,2024-11-30,615
PROD000068,2024-11-30,452
PROD000069,2024-11-30,30
PROD000070,2024-11-30,712
PROD000071,2024-11-30,760
PROD000072,2024-11-30,467
PROD000073,2024-11-30,738
PROD000074,2024-11-30,657
PROD000075,2024-11-30,318
PROD000076,2024-11-30,622
PROD000077,2024-11-30,752
PROD000078,2024-11-30,379
PROD000079,2024-11-30,496
PROD000080,2024-11-30,786
PROD000081,2024-11-30,743
PROD000082,2024-11-30,538
PROD000083,2024-11-30,155
PROD000084,2024-11-30,655
PROD000085,2024-11-30,432
PROD000086,2024-11-30,681
PROD000087,2024-11-30,61
PROD000088,2024-11-30,664
PROD000089,2024-11-30,6
PROD000090,2024-11-30,117
PROD000091,2024-11-30,583
PROD000092,2024-11-30,672
PROD000093,2024-11-30,493
PROD000094,2024-11-30,160
PROD000095,2024-11-30,533
PROD000096,2024-11-30,424
PROD000097,2024-11-30,704
PROD000098,2024-11-30,781
PROD000099,2024-11-30,127
PROD000100,2024-11-30,326
PROD000101,2024-11-30,370
PROD000102,2024-11-30,711
PROD000103,2024-11-30,344
PROD000104,2024-11-30,764
PROD000105,2024-11-30,542
PROD000106,2024-11-30,422
PROD000107,2024-11-30,250
PROD000108,2024-11-30,53
PROD000109,2024-11-30,761
PROD000110,2024-11-30,81
PROD000111,2024-11-30,571
PROD000112,2024-11-30,47
PROD000113,2024-11-30,243
PROD000114,2024-11-30,412
PROD000115,2024-11-30,8
PROD000116,2024-11-30,821
PROD000117,2024-11-30,878
PROD000118,2024-11-30,537
PROD000119,2024-11-30,273
PROD000120,2024-11-30,511
PROD000121,2024-11-30,351
PROD000122,2024-11-30,149
PROD000123,2024-11-30,210
PROD000124,2024-11-30,692
PROD000125,2024-11-30,119
PROD000126,2024-11-30,533
PROD000127,2024-11-30,303
PROD000128,2024-11-30,453
PROD000129,2024-11-30,220
PROD000130,2024-11-30,542
PROD000131,2024-11-30,353
PROD000132,2024-11-30,75
PROD000133,2024-11-30,611
PROD000134,2024-11-30,202
PROD000135,2024-11-30,771
PROD000136,2024-11-30,592
PROD000137,2024-11-30,545
PROD000138,2024-11-30,438
PROD000139,2024-11-30,679
PROD000140,2024-11-30,116
PROD000141,2024-11-30,707
PROD000142,2024-11-30,522
PROD000143,2024-11-30,429
PROD000144,2024-11-30,304
PROD000145,2024-11-30,579
PROD000146,2024-11-30,169
PROD000147,2024-11-30,243
PROD000148,2024-11-30,545
PROD000149,2024-11-30,612
PROD000150,2024-11-30,337
PROD000001,2024-12-31,473
PROD000002,2024-12-31,699
PROD000003,2024-12-31,72
PROD000004,2024-12-31,173
PROD000005,2024-12-31,328
PROD000006,2024-12-31,590
PROD000007,2024-12-31,731
PROD000008,2024-12-31,477
PROD000009,2024-12-31,29
PROD000010,2024-12-31,193
PROD000011,2024-12-31,674
PROD000012,2024-12-31,146
PROD000013,2024-12-31,202
PROD000014,2024-12-31,642
PROD000015,2024-12-31,188
PROD000016,2024-12-31,324
PROD000017,2024-12-31,812
PROD000018,2024-12-31,180
PROD000019,2024-12-31,576
PROD000020,2024-12-31,372
PROD000021,2024-12-31,669
PROD000022,2024-12-31,230
PROD000023,2024-12-31,817
PROD000024,2024-12-31,473
PROD000025,2024-12-31,642
PROD000026,2024-12-31,101
PROD000027,2024-12-31,204
PROD000028,2024-12-31,429
PROD000029,2024-12-31,192
PROD000030,2024-12-31,449
PROD000031,2024-12-31,599
PROD000032,2024-12-31,634
PROD000033,2024-12-31,762
PROD000034,2024-12-31,449
PROD000035,2024-12-31,347
PROD000036,2024-12-31,337
PROD000037,2024-12-31,102
PROD000038,2024-12-31,756
PROD000039,2024-12-31,607
PROD000040,2024-12-31,240
PROD000041,2024-12-31,682
PROD000042,2024-12-31,615
PROD000043,2024-12-31,671
PROD000044,2024-12-31,768
PROD000045,2024-12-31,345
PROD000046,2024-12-31,114
PROD000047,2024-12-31,249
PROD000048,2024-12-31,216
PROD000049,2024-12-31,392
PROD000050,2024-12-31,164
PROD000051,2024-12-31,35
PROD000052,2024-12-31,277
PROD000053,2024-12-31,761
PROD000054,2024-12-31,36
PROD000055,2024-12-31,590
PROD000056,2024-12-31,276
PROD000057,2024-12-31,363
PROD000058,2024-12-31,377
PROD000059,2024-12-31,827
PROD000060,2024-12-31,449
PROD000061,2024-12-31,461
PROD000062,2024-12-31,659
PROD000063,2024-12-31,278
PROD000064,2024-12-31,545
PROD000065,2024-12-31,821
PROD000066,2024-12-31,38
PROD000067,2024-12-31,630
PROD000068,2024-12-31,444
PROD000069,2024-12-31,74
PROD000070,2024-12-31,853
PROD000071,2024-12-31,766
PROD000072,2024-12-31,462
PROD000073,2024-12-31,792
PROD000074,2024-12-31,556
PROD000075,2024-12-31,325
PROD000076,2024-12-31,760
PROD000077,2024-12-31,757
PROD000078,2024-12-31,320
PROD000079,2024-12-31,497
PROD000080,2024-12-31,727
PROD000081,2024-12-31,748
PROD000082,2024-12-31,582
PROD000083,2024-12-31,157
PROD000084,2024-12-31,659
PROD000085,2024-12-31,331
PROD000086,2024-12-31,807
PROD000087,2024-12-31,41
PROD000088,2024-12-31,664
PROD000089,2024-12-31,74
PROD000090,2024-12-31,218
PROD000091,2024-12-31,591
PROD000092,2024-12-31,696
PROD000093,2024-12-31,488
PROD000094,2024-12-31,151
PROD000095,2024-12-31,531
PROD000096,2024-12-31,538
PROD000097,2024-12-31,713
PROD000098,2024-12-31,780
PROD000099,2024-12-31,121
PROD000100,2024-12-31,403
PROD000101,2024-12-31,364
PROD000102,2024-12-31,681
PROD000103,2024-12-31,297
PROD000104,2024-12-31,920
PROD000105,2024-12-31,545
PROD000106,2024-12-31,417
PROD000107,2024-12-31,266
PROD000108,2024-12-31,58
PROD000109,2024-12-31,878
PROD000110,2024-12-31,57
PROD000111,2024-12-31,631
PROD000112,2024-12-31,47
PROD000113,2024-12-31,291
PROD000114,2024-12-31,457
PROD000115,2024-12-31,23
PROD000116,2024-12-31,674
PROD000117,2024-12-31,772
PROD000118,2024-12-31,627
PROD000119,2024-12-31,286
PROD000120,2024-12-31,501
PROD000121,2024-12-31,351
PROD000122,2024-12-31,159
PROD000123,2024-12-31,216
PROD000124,2024-12-31,868
PROD000125,2024-12-31,102
PROD000126,2024-12-31,525
PROD000127,2024-12-31,322
PROD000128,2024-12-31,438
PROD000129,2024-12-31,200
PROD000130,2024-12-31,614
PROD000131,2024-12-31,193
PROD000132,2024-12-31,71
PROD000133,2024-12-31,618
PROD000134,2024-12-31,180
PROD000135,2024-12-31,754
PROD000136,2024-12-31,604
PROD000137,2024-12-31,552
PROD000138,2024-12-31,383
PROD000139,2024-12-31,842
PROD000140,2024-12-31,109
PROD000141,2024-12-31,813
PROD000142,2024-12-31,524
PROD000143,2024-12-31,437
PROD000144,2024-12-31,299
PROD000145,2024-12-31,772
PROD000146,2024-12-31,271
PROD000147,2024-12-31,83
PROD000148,2024-12-31,521
PROD000149,2024-12-31,803
PROD000150,2024-12-31,352
PROD000001,2025-01-31,475
PROD000002,2025-01-31,637
PROD000003,2025-01-31,126
PROD000004,2025-01-31,70
PROD000005,2025-01-31,293
PROD000006,2025-01-31,608
PROD000007,2025-01-31,589
PROD000008,2025-01-31,432
PROD000009,2025-01-31,41
PROD000010,2025-01-31,83
PROD000011,2025-01-31,701
PROD000012,2025-01-31,334
PROD000013,2025-01-31,193
PROD000014,2025-01-31,496
PROD000015,2025-01-31,109
PROD000016,2025-01-31,397
PROD000017,2025-01-31,673
PROD000018,2025-01-31,273
PROD000019,2025-01-31,596
PROD000020,2025-01-31,383
PROD000021,2025-01-31,609
PROD000022,2025-01-31,138
PROD000023,2025-01-31,655
PROD000024,2025-01-31,333
PROD000025,2025-01-31,590
PROD000026,2025-01-31,223
PROD000027,2025-01-31,204
PROD000028,2025-01-31,427
PROD000029,2025-01-31,198
PROD000030,2025-01-31,445
PROD000031,2025-01-31,610
PROD000032,2025-01-31,624
PROD000033,2025-01-31,712
PROD000034,2025-01-31,452
PROD000035,2025-01-31,496
PROD000036,2025-01-31,349
PROD000037,2025-01-31,109
PROD000038,2025-01-31,760
PROD000039,2025-01-31,581
PROD000040,2025-01-31,123
PROD000041,2025-01-31,703
PROD000042,2025-01-31,612
PROD000043,2025-01-31,786
PROD000044,2025-01-31,753
PROD000045,2025-01-31,343
PROD000046,2025-01-31,115
PROD000047,2025-01-31,252
PROD000048,2025-01-31,221
PROD000049,2025-01-31,364
PROD000050,2025-01-31,157
PROD000051,2025-01-31,43
PROD000052,2025-01-31,287
PROD000053,2025-01-31,763
PROD000054,2025-01-31,57
PROD000055,2025-01-31,535
PROD000056,2025-01-31,218
PROD000057,2025-01-31,374
PROD000058,2025-01-31,378
PROD000059,2025-01-31,769
PROD000060,2025-01-31,430
PROD000061,2025-01-31,471
PROD000062,2025-01-31,644
PROD000063,2025-01-31,256
PROD000064,2025-01-31,555
PROD000065,2025-01-31,722
PROD000066,2025-01-31,48
PROD000067,2025-01-31,632
PROD000068,2025-01-31,448
PROD000069,2025-01-31,157
PROD000070,2025-01-31,723
PROD000071,2025-01-31,742
PROD000072,2025-01-31,463
PROD000073,2025-01-31,894
PROD000074,2025-01-31,545
PROD000075,2025-01-31,320
PROD000076,2025-01-31,613
PROD000077,2025-01-31,748
PROD000078,2025-01-31,326
PROD000079,2025-01-31,505
PROD000080,2025-01-31,740
PROD000081,2025-01-31,733
PROD000082,2025-01-31,587
PROD000083,2025-01-31,169
PROD000084,2025-01-31,646
PROD000085,2025-01-31,319
PROD000086,2025-01-31,676
PROD000087,2025-01-31,45
PROD000088,2025-01-31,652
PROD000089,2025-01-31,0
PROD000090,2025-01-31,132
PROD000091,2025-01-31,582
PROD000092,2025-01-31,677
PROD000093,2025-01-31,500
PROD000094,2025-01-31,315
PROD000095,2025-01-31,608
PROD000096,2025-01-31,424
PROD000097,2025-01-31,698
PROD000098,2025-01-31,770
PROD000099,2025-01-31,130
PROD000100,2025-01-31,390
PROD000101,2025-01-31,359
PROD000102,2025-01-31,762
PROD000103,2025-01-31,396
PROD000104,2025-01-31,765
PROD000105,2025-01-31,658
PROD000106,2025-01-31,405
PROD000107,2025-01-31,446
PROD000108,2025-01-31,256
PROD000109,2025-01-31,749
PROD000110,2025-01-31,97
PROD000111,2025-01-31,583
PROD000112,2025-01-31,233
PROD000113,2025-01-31,220
PROD000114,2025-01-31,427
PROD000115,2025-01-31,5
PROD000116,2025-01-31,680
PROD000117,2025-01-31,777
PROD000118,2025-01-31,557
PROD000119,2025-01-31,294
PROD000120,2025-01-31,553
PROD000121,2025-01-31,358
PROD000122,2025-01-31,159
PROD000123,2025-01-31,225
PROD000124,2025-01-31,699
PROD000125,2025-01-31,111
PROD000126,2025-01-31,517
